"State","fips","full","pop_2015","Brewery_id","Brewery_name","City","Beer_name","Beer_ID","ABV","IBU","Style","Ounces"
"CA","06","California",39144818,450,"TailGate Beer","San Diego","Dodgy Knight Imperial IPA",1229,0.08,95,"American Double / Imperial IPA",12
"CA","06","California",39144818,347,"Manzanita Brewing Company","Santee","Riverwalk Blonde Ale",1672,0.06,25,"American Blonde Ale",12
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Boont Amber Ale (2011)",78,0.058,15,"American Amber / Red Ale",12
"CA","06","California",39144818,398,"Ruhstaller Beer Company","Sacramento","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,"American Amber / Red Lager",12
"CA","06","California",39144818,535,"Mammoth Brewing Company","Mammoth Lakes","Golden Trout Pilsner",74,0.042,50,"German Pilsener",12
"CA","06","California",39144818,535,"Mammoth Brewing Company","Mammoth Lakes","Real McCoy Amber Ale (Current)",73,0.045,64,"American Amber / Red Ale",12
"CA","06","California",39144818,99,"Mission Brewery","San Diego","Mission IPA",2441,0.068,66,"American IPA",32
"CA","06","California",39144818,36,"Anchor Brewing Company","San Francisco","Brotherhood Steam",2102,0.056,120,"California Common / Steam Beer",12
"CA","06","California",39144818,34,"The Dudes' Brewing Company","Torrance","Double Trunk",1561,0.099,101,"American Double / Imperial IPA",16
"CA","06","California",39144818,369,"21st Amendment Brewery","San Francisco","Bitter American",876,0.044,42,"American Pale Ale (APA)",12
"CA","06","California",39144818,369,"21st Amendment Brewery","San Francisco","Hell or High Watermelon Wheat (2009)",801,0.049,17,"Fruit / Vegetable Beer",12
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","the Kimmie, the Yink and the Holy Gose",1738,0.048,120,"Gose",12
"CA","06","California",39144818,351,"Central Coast Brewing Company","San Luis Obispo","Catch 23",1646,0.075,77,"American Black Ale",16
"CA","06","California",39144818,241,"Golden Road Brewing","Los Angeles","2020 IPA",1777,0.074,74,"American IPA",16
"CA","06","California",39144818,241,"Golden Road Brewing","Los Angeles","Point the Way IPA (2012)",549,0.059,60,"American IPA",16
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Summer Solstice",1350,0.056,4,"Cream Ale",12
"CA","06","California",39144818,450,"TailGate Beer","San Diego","TailGate IPA",662,0.05,44,"American IPA",12
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Poleeko Gold Pale Ale (2009)",76,0.055,28,"American Pale Ale (APA)",12
"CA","06","California",39144818,112,"Mother Earth Brew Company","Vista","Cali Creamin'",2413,0.052,21,"Cream Ale",12
"CA","06","California",39144818,398,"Ruhstaller Beer Company","Sacramento","CAPT Black IPA",883,0.073,55,"American Black Ale",16
"CA","06","California",39144818,241,"Golden Road Brewing","Los Angeles","Cabrillo Kölsch",1034,0.05,99,"Kölsch",16
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Boont Amber Ale",1326,0.058,15,"American Amber / Red Ale",12
"CA","06","California",39144818,477,"Hangar 24 Craft Brewery","Redlands","Hangar 24 Helles Lager",1015,0.043,14,"Munich Helles Lager",12
"CA","06","California",39144818,35,"Ballast Point Brewing Company","San Diego","Big Eye India Pale Ale",1400,0.07,75,"American IPA",12
"CA","06","California",39144818,556,"Ukiah Brewing Company","Ukiah","Pilsner Ukiah",98,0.055,44,"German Pilsener",12
"CA","06","California",39144818,477,"Hangar 24 Craft Brewery","Redlands","Orange Wheat",1016,0.046,17,"Fruit / Vegetable Beer",12
"CA","06","California",39144818,241,"Golden Road Brewing","Los Angeles","Golden Road Hefeweizen",1489,0.046,15,"Hefeweizen",16
"CA","06","California",39144818,369,"21st Amendment Brewery","San Francisco","Brew Free! or Die IPA (2008)",797,0.07,70,"American IPA",12
"CA","06","California",39144818,4,"Mike Hess Brewing Company","San Diego","Habitus",2664,0.08,100,"American Double / Imperial IPA",16
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Barney Flats Oatmeal Stout",1520,0.057,13,"Oatmeal Stout",12
"CA","06","California",39144818,4,"Mike Hess Brewing Company","San Diego","Solis",2667,0.075,85,"American IPA",16
"CA","06","California",39144818,37,"Figueroa Mountain Brewing Company","Buellton","FMB 101",1968,0.048,20,"Kölsch",12
"CA","06","California",39144818,351,"Central Coast Brewing Company","San Luis Obispo","Lucky Day IPA",1648,0.072,85,"American IPA",16
"CA","06","California",39144818,450,"TailGate Beer","San Diego","TailGate Hefeweizen",361,0.049,28,"Hefeweizen",12
"CA","06","California",39144818,424,"Hess Brewing Company","San Diego","Ex Umbris Rye Imperial Stout",904,0.099,85,"American Double / Imperial Stout",16
"CA","06","California",39144818,99,"Mission Brewery","San Diego","Shipwrecked Double IPA",1459,0.092,75,"American Double / Imperial IPA",32
"CA","06","California",39144818,34,"The Dudes' Brewing Company","Torrance","Grandma's Pecan",1562,0.069,34,"English Brown Ale",16
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Barney Flats Oatmeal Stout (2012)",572,0.057,13,"Oatmeal Stout",12
"CA","06","California",39144818,347,"Manzanita Brewing Company","Santee","Manzanita IPA",1673,0.08,88,"American IPA",12
"CA","06","California",39144818,4,"Mike Hess Brewing Company","San Diego","Jucundus",2666,0.06,24,"Wheat Ale",16
"CA","06","California",39144818,449,"Mavericks Beer Company","Half Moon Bay","Pit Stop Chocolate Porter",1237,0.037,34,"American Porter",12
"CA","06","California",39144818,321,"Claremont Craft Ales","Claremont","Jacaranada Rye IPA",1772,0.067,60,"American IPA",16
"CA","06","California",39144818,99,"Mission Brewery","San Diego","El Conquistador Extra Pale Ale",1460,0.048,44,"American Pale Ale (APA)",32
"CA","06","California",39144818,226,"Refuge Brewery","Temecula","Blood Orange Wit",2087,0.05,16,"Witbier",16
"CA","06","California",39144818,172,"Anderson Valley Brewing Company","Boonville","Keebarlin' Pale Ale",1818,0.042,99,"American Pale Ale (APA)",12
"CA","06","California",39144818,241,"Golden Road Brewing","Los Angeles","Point the Way IPA",1296,0.059,60,"American IPA",12
"CA","06","California",39144818,450,"TailGate Beer","San Diego","TailGate Hefeweizen",623,0.049,28,"Hefeweizen",24
"CA","06","California",39144818,347,"Manzanita Brewing Company","Santee","Gillespie Brown Ale",1671,0.095,49,"American Brown Ale",12
"CA","06","California",39144818,36,"Anchor Brewing Company","San Francisco","California Lager",2103,0.049,120,"American Amber / Red Lager",12
"CA","06","California",39144818,398,"Ruhstaller Beer Company","Sacramento","1881 California Red Ale",882,0.056,35,"American Amber / Red Ale",16
"CA","06","California",39144818,424,"Hess Brewing Company","San Diego","Grazias",1351,0.063,30,"Cream Ale",16
"CA","06","California",39144818,450,"TailGate Beer","San Diego","TailGate IPA",663,0.05,44,"American IPA",24
"CA","06","California",39144818,450,"TailGate Beer","San Diego","TailGate Saison",1164,0.05,99,"Saison / Farmhouse Ale",12
"CA","06","California",39144818,347,"Manzanita Brewing Company","Santee","Chaotic Double IPA",1674,0.099,93,"American Double / Imperial IPA",12
"CA","06","California",39144818,347,"Manzanita Brewing Company","Santee","Manzanita Pale Ale",1670,0.066,44,"American Pale Ale (APA)",12
"CA","06","California",39144818,398,"Ruhstaller Beer Company","Sacramento","CAPT Black IPA",1478,0.073,55,"American Black Ale",12
"CA","06","California",39144818,36,"Anchor Brewing Company","San Francisco","IPA",2578,0.065,138,"American IPA",12
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Live Local Golden Ale",1421,0.047,17,"American Blonde Ale",12
"CO","08","Colorado",5456574,167,"Oskar Blues Brewery","Longmont","Ten Fidy Imperial Stout",8,0.099,98,"Russian Imperial Stout",12
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Awry Rye Pale Ale",997,0.058,75,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,149,"Odyssey Beerwerks","Arvada","Helios Hefeweizen (2013)",1430,0.047,20,"Hefeweizen",12
"CO","08","Colorado",5456574,552,"Silverton Brewery","Silverton","Bear Ass Brown",212,0.042,65,"American Brown Ale",12
"CO","08","Colorado",5456574,136,"Pug Ryan's Brewery","Dillon","Over the Rail Pale Ale",711,0.057,68,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,136,"Pug Ryan's Brewery","Dillon","Peacemaker Pilsner",1461,0.058,21,"Czech Pilsener",12
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Wood Splitter Pilsner",1614,0.048,30,"Czech Pilsener",16
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Pink-I Raspberry IPA",1517,0.068,75,"American IPA",16
"CO","08","Colorado",5456574,136,"Pug Ryan's Brewery","Dillon","Pallavicini Pilsner (2009)",188,0.058,21,"Czech Pilsener",12
"CO","08","Colorado",5456574,264,"Denver Beer Company","Denver","Incredible Pedal IPA",1944,0.07,65,"American IPA",12
"CO","08","Colorado",5456574,167,"Oskar Blues Brewery","Longmont","One Hit Wonder",391,0.09,60,"American Double / Imperial IPA",12
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Slow & Steady Golden Ale",1548,0.047,12,"American Blonde Ale",12
"CO","08","Colorado",5456574,552,"Silverton Brewery","Silverton","Ice Pick Ale",160,0.068,85,"American IPA",12
"CO","08","Colorado",5456574,532,"Dolores River Brewery","Dolores","Dolores River Pale Ale",448,0.032,100,"American Pale Ale (APA)",16
"CO","08","Colorado",5456574,52,"Upslope Brewing Company","Boulder","Blood Orange Saison",2560,0.06,138,"Saison / Farmhouse Ale",12
"CO","08","Colorado",5456574,406,"Fate Brewing Company","Boulder","Norns Roggenbier",1453,0.05,20,"Roggenbier",16
"CO","08","Colorado",5456574,136,"Pug Ryan's Brewery","Dillon","Hideout Helles",1463,0.069,17,"Munich Helles Lager",12
"CO","08","Colorado",5456574,82,"Epic Brewing","Denver","Escape to Colorado",2003,0.062,55,"American IPA",12
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Colette",2643,0.073,108,"Saison / Farmhouse Ale",12
"CO","08","Colorado",5456574,149,"Odyssey Beerwerks","Arvada","Ghost Rider Pale Ale (2013)",1431,0.051,36,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,149,"Odyssey Beerwerks","Arvada","Clan Warrior",2334,0.087,29,"Scotch Ale / Wee Heavy",12
"CO","08","Colorado",5456574,167,"Oskar Blues Brewery","Longmont","The Deuce",933,0.07,21,"American Brown Ale",16
"CO","08","Colorado",5456574,82,"Epic Brewing","Denver","Element 29",2008,0.052,71,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,64,"Crazy Mountain Brewing Company","Edwards","Neomexicanus Native",2538,0.06,46,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,52,"Upslope Brewing Company","Boulder","Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,"American Wild Ale",19.2
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Denver Pale Ale (Artist Series No. 1)",2650,0.05,52,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,52,"Upslope Brewing Company","Boulder","Upslope Foreign Style Stout",614,0.069,20,"Foreign / Export Stout",12
"CO","08","Colorado",5456574,420,"Sanitas Brewing Company","Boulder","Sanitas Black IPA",1391,0.068,65,"American Black Ale",12
"CO","08","Colorado",5456574,265,"Ska Brewing Company","Durango","Vernal Minthe Stout",1192,0.058,40,"American Stout",12
"CO","08","Colorado",5456574,38,"Avery Brewing Company","Boulder","Avery Joe’s Premium American Pilsner",146,0.047,42,"German Pilsener",12
"CO","08","Colorado",5456574,265,"Ska Brewing Company","Durango","Taster's Choice",1708,0.074,8,"Doppelbock",12
"CO","08","Colorado",5456574,82,"Epic Brewing","Denver","Lil' Brainless Raspberries",2477,0.052,15,"Fruit / Vegetable Beer",12
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Wood Splitter Pilsner (2012)",931,0.048,40,"Czech Pilsener",12
"CO","08","Colorado",5456574,136,"Pug Ryan's Brewery","Dillon","Morning Wood Wheat (Current)",130,0.059,14,"American Pale Wheat Ale",12
"CO","08","Colorado",5456574,532,"Dolores River Brewery","Dolores","Dolores River Mild",446,0.001,40,"English Dark Mild Ale",16
"CO","08","Colorado",5456574,52,"Upslope Brewing Company","Boulder","Upslope Pumpkin Ale",906,0.077,13,"Pumpkin Ale",16
"CO","08","Colorado",5456574,422,"Redstone Meadery","Boulder","Black Raspberry Nectar",1373,0.08,19,"Mead",16
"CO","08","Colorado",5456574,167,"Oskar Blues Brewery","Longmont","Deviant Dale's IPA",565,0.08,85,"American Double / Imperial IPA",16
"CO","08","Colorado",5456574,167,"Oskar Blues Brewery","Longmont","Gordon Imperial Red (2010)",806,0.087,85,"American Double / Imperial IPA",12
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Orabelle",2646,0.083,138,"Tripel",12
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Titan IPA",2642,0.071,62,"American IPA",12
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Hibernation Ale",2649,0.087,99,"Old Ale",12
"CO","08","Colorado",5456574,504,"Oskar Blues Brewery","Lyons","Gordon (2005)",805,0.092,85,"American Double / Imperial IPA",12
"CO","08","Colorado",5456574,516,"Crabtree Brewing Company","Greeley","Crabtree Oatmeal Stout",659,0.075,29,"Oatmeal Stout",16
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Farmer Wirtz India Pale Ale",1549,0.07,94,"English India Pale Ale (IPA)",16
"CO","08","Colorado",5456574,149,"Odyssey Beerwerks","Arvada","Psycho Penguin Vanilla Porter",2333,0.054,36,"American Porter",12
"CO","08","Colorado",5456574,38,"Avery Brewing Company","Boulder","White Rascal",108,0.056,10,"Witbier",12
"CO","08","Colorado",5456574,120,"Steamworks Brewing Company","Durango","Steam Engine Lager",91,0.057,25,"American Amber / Red Lager",12
"CO","08","Colorado",5456574,149,"Odyssey Beerwerks","Arvada","Perpetual Darkness",2335,0.092,72,"Belgian Strong Dark Ale",12
"CO","08","Colorado",5456574,38,"Avery Brewing Company","Boulder","Perzik Saison",2546,0.064,108,"Saison / Farmhouse Ale",12
"CO","08","Colorado",5456574,221,"Big Choice Brewing","Broomfield","Hemlock Double IPA",1762,0.095,104,"American Double / Imperial IPA",12
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Rumble",2647,0.071,62,"American IPA",12
"CO","08","Colorado",5456574,265,"Ska Brewing Company","Durango","Euphoria Pale Ale",69,0.061,60,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,265,"Ska Brewing Company","Durango","ESB Special Ale",68,0.057,58,"Extra Special / Strong Bitter (ESB)",12
"CO","08","Colorado",5456574,265,"Ska Brewing Company","Durango","Estival Cream Stout",1297,0.058,15,"American Stout",12
"CO","08","Colorado",5456574,516,"Crabtree Brewing Company","Greeley","Trigger Blonde Ale",716,0.048,69,"American Blonde Ale",16
"CO","08","Colorado",5456574,406,"Fate Brewing Company","Boulder","Parcae Belgian Style Pale Ale",1454,0.05,20,"Belgian Pale Ale",16
"CO","08","Colorado",5456574,406,"Fate Brewing Company","Boulder","Laimas Kölsch Style Ale",1452,0.05,20,"Kölsch",16
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Kindler Pale Ale",1183,0.053,45,"American Pale Ale (APA)",12
"CO","08","Colorado",5456574,108,"Bonfire Brewing Company","Eagle","Brush Creek Blonde",798,0.048,15,"American Blonde Ale",16
"CO","08","Colorado",5456574,38,"Avery Brewing Company","Boulder","Raja",2589,0.08,90,"American Double / Imperial IPA",12
"CO","08","Colorado",5456574,136,"Pug Ryan's Brewery","Dillon","Morning Wood Wheat (Current)",2360,0.059,14,"American Pale Wheat Ale",12
"CO","08","Colorado",5456574,422,"Redstone Meadery","Boulder","Nectar of the Hops",1375,0.08,46,"Mead",16
"CO","08","Colorado",5456574,430,"Asher Brewing Company","Boulder","Green Bullet Organic India Pale Ale",1322,0.07,45,"American IPA",16
"CO","08","Colorado",5456574,221,"Big Choice Brewing","Broomfield","West Portal Colorado Common Summer Ale",1422,0.041,45,"California Common / Steam Beer",16
"CO","08","Colorado",5456574,221,"Big Choice Brewing","Broomfield","Aprè Shred",2104,0.081,17,"American Strong Ale",16
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Lasso",2645,0.05,62,"American IPA",12
"CO","08","Colorado",5456574,7,"Great Divide Brewing Company","Denver","Whitewater",2648,0.061,5,"American Pale Wheat Ale",12
"CO","08","Colorado",5456574,406,"Fate Brewing Company","Boulder","Sudice American Stout",1455,0.07,58,"American Stout",16
"CO","08","Colorado",5456574,64,"Crazy Mountain Brewing Company","Edwards","Snowcat Coffee Stout",1689,0.059,35,"American Stout",12
"CO","08","Colorado",5456574,392,"Breckenridge Brewery","Denver","Agave Wheat",1522,0.042,9,"American Pale Wheat Ale",12
"CO","08","Colorado",5456574,516,"Crabtree Brewing Company","Greeley","Eclipse Black IPA",556,0.077,71,"American Black Ale",16
"CO","08","Colorado",5456574,38,"Avery Brewing Company","Boulder","Ellie’s Brown Ale",106,0.055,17,"American Brown Ale",12
"CO","08","Colorado",5456574,292,"Tommyknocker Brewery","Idaho Springs","Ornery Amber Lager (2003)",736,0.055,33,"Vienna Lager",12
"CO","08","Colorado",5456574,524,"Aspen Brewing Company","Aspen","This Season's Blonde",597,0.056,27,"American Blonde Ale",12
"CO","08","Colorado",5456574,120,"Steamworks Brewing Company","Durango","Third Eye Enlightened Pale Ale",2386,0.065,65,"American Pale Ale (APA)",12
